b'01,REB2-238,78.575,43.538,59',Tue Apr 18 15:30:55 2023
b'01,REB2-238,78.575,43.43,59',Tue Apr 18 15:31:02 2023
b'01,REB2-238,78.575,43.538,59',Tue Apr 18 15:31:08 2023
b'01,REB2-238,78.575,43.43,59',Tue Apr 18 15:31:14 2023
b'01,REB2-238,78.575,43.43,59',Tue Apr 18 15:31:20 2023
b'01,REB2-238,78.575,43.538,59',Tue Apr 18 15:31:26 2023
b'01,REB2-238,78.575,43.556,59',Tue Apr 18 15:31:32 2023
b'01,REB2-238,78.575,43.556,59',Tue Apr 18 15:31:38 2023
b'01,REB2-238,78.575,43.538,59',Tue Apr 18 15:31:44 2023
